title,genres,vote_average,popularity
Hitman Hart: Wrestling with Shadows,"[{'id': 99, 'name': 'Documentary'}]",7.4,1.226662
Connie and Carla,"[{'id': 10402, 'name': 'Music'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",6.4,9.502332
Kill Bill: Vol. 2,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",7.7,21.533072
The Punisher,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",6.1,18.250919
Paper Clips,"[{'id': 99, 'name': 'Documentary'}]",6.1,0.224164
A Thousand Clouds of Peace,[],4.3,0.160085
Young Adam,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 10749, 'name': 'Romance'}]",5.9,5.235419
"This So-Called Disaster: Sam Shepard Directs ""The Late Henry Moss""",[],0.0,0.053866
13 Going on 30,"[{'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10749, 'name': 'Romance'}]",6.3,12.632595
Man on Fire,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",7.3,9.635691
Clifford's Really Big Movie,"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",5.1,2.182797
MC5: A True Testimonial,"[{'id': 10402, 'name': 'Music'}, {'id': 99, 'name': 'Documentary'}]",0.0,0.009044
Envy,"[{'id': 35, 'name': 'Comedy'}]",4.8,13.094205
Godsend,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",4.7,11.271148
Laws of Attraction,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]",5.6,5.739139
Mean Girls,"[{'id': 35, 'name': 'Comedy'}]",6.9,11.454835
Mickey,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",6.5,0.33262
New York Minute,"[{'id': 35, 'name': 'Comedy'}]",5.6,5.659198
Van Helsing,"[{'id': 27, 'name': 'Horror'}, {'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}]",6.0,12.643312
The Mudge Boy,"[{'id': 18, 'name': 'Drama'}]",7.3,7.137026
Valentin,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 10769, 'name': 'Foreign'}]",7.1,1.756683
Breakin' All the Rules,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",5.8,5.414749
Troy,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",6.9,15.387275
Carandiru,"[{'id': 18, 'name': 'Drama'}]",7.1,4.345806
Coffee and Cigarettes,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",6.9,5.32553
Strayed,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",6.0,2.202524
Dance Me Outside,"[{'id': 18, 'name': 'Drama'}]",7.0,0.499984
The Boys in the Band,"[{'id': 18, 'name': 'Drama'}]",6.6,2.502984
Raid,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",5.9,0.366841
D-Tox,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",5.4,13.374415
Swimming to Cambodia,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",6.4,0.225249
Watch on the Rhine,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",6.2,0.958211
Under Fire,"[{'id': 10752, 'name': 'War'}, {'id': 18, 'name': 'Drama'}]",6.9,2.780331
Enemy Mine,"[{'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}]",6.7,9.802889
Enter the Dragon,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",7.3,10.687757
Foreign Land,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 10749, 'name': 'Romance'}, {'id': 10769, 'name': 'Foreign'}]",6.9,1.567614
The Rolling Stones: Gimme Shelter,"[{'id': 99, 'name': 'Documentary'}, {'id': 10402, 'name': 'Music'}]",7.8,2.336022
Good Morning,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 18, 'name': 'Drama'}]",7.2,2.284852
Happy Together,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",7.7,5.933971
Henry & June,"[{'id': 10749, 'name': 'Romance'}]",6.3,4.459959
Berkeley in the Sixties,"[{'id': 99, 'name': 'Documentary'}]",4.3,0.10664
The Nasty Girl,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}]",5.9,0.73486
Entre Nous,"[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",7.5,1.137893
The Naked Prey,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",7.0,2.243937
Martin,"[{'id': 27, 'name': 'Horror'}]",7.0,3.965407
The Three Faces of Eve,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",7.3,2.030279
The Kingdom,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]",8.0,5.230666
Mercy,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",5.2,1.520526
Desperate Hours,"[{'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",5.3,3.233994
The Passion of Ayn Rand,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",2.0,0.791025
Along the Coast,"[{'id': 99, 'name': 'Documentary'}]",9.0,0.382091
100 Girls,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",5.6,5.136537
Fail-Safe,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 53, 'name': 'Thriller'}]",7.6,4.225974
Paperhouse,"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}]",6.6,3.520171
Dobermann,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}]",6.4,6.774793
The Discovery of Heaven,"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}]",5.2,1.009704
Kwaidan,"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}]",7.5,4.130372
Cat-Women of the Moon,"[{'id': 878, 'name': 'Science Fiction'}]",3.3,1.337813
28 Up,"[{'id': 99, 'name': 'Documentary'}, {'id': 10769, 'name': 'Foreign'}]",7.9,0.018017
Chance,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",6.8,0.542401
You Only Live Twice,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 12, 'name': 'Adventure'}]",6.5,10.359669
Octopussy,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",6.2,10.619302
The Blue Gardenia,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",6.2,1.946802
Wit,"[{'id': 18, 'name': 'Drama'}, {'id': 10770, 'name': 'TV Movie'}]",7.0,2.593469
Never Say Never Again,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",5.8,10.231985
Maborosi,"[{'id': 18, 'name': 'Drama'}]",7.2,2.050562
The Magic Flute,"[{'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",7.1,0.658086
Midnight,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",7.0,2.239212
Pride and Prejudice,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",7.3,2.323028
The Man in the Gray Flannel Suit,"[{'id': 18, 'name': 'Drama'}]",6.7,6.537021
The Fountainhead,"[{'id': 18, 'name': 'Drama'}]",6.9,4.866997
Old Acquaintance,"[{'id': 18, 'name': 'Drama'}]",6.0,0.632669
In This Our Life,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",6.2,6.312577
Woman of the Year,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",6.9,2.83303
Summertime,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",6.6,2.577128
Soldier of Orange,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 53, 'name': 'Thriller'}, {'id': 10752, 'name': 'War'}]",7.4,2.348745
Le Samouraï,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",7.9,9.091288
White Palace,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",6.2,2.59282
Oklahoma!,"[{'id': 37, 'name': 'Western'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",6.3,8.455348
Desert Hearts,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",6.7,1.553107
Body Double,"[{'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",6.4,9.836894
Rooster Cogburn,"[{'id': 37, 'name': 'Western'}]",6.2,12.140407
Chaplin,"[{'id': 18, 'name': 'Drama'}]",7.5,8.243107
The Miracle Worker,"[{'id': 18, 'name': 'Drama'}]",7.5,4.368765
Monster in a Box,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",4.8,0.009961
I Come,"[{'id': 18, 'name': 'Drama'}]",6.8,0.264672
Midnight,"[{'id': 18, 'name': 'Drama'}]",0.0,0.00413
If You Only Knew,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",5.5,0.114487
School Ties,"[{'id': 18, 'name': 'Drama'}]",6.3,7.438381
Girl,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 10402, 'name': 'Music'}]",4.7,8.532861
Switch,"[{'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}]",5.6,3.292828
Just Write,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",3.5,0.700719
Raising Cain,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",5.9,8.816951
Irma Vep,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}]",6.3,1.808369
Buck Privates,"[{'id': 35, 'name': 'Comedy'}]",6.7,1.633148
Nice Guys Sleep Alone,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",4.7,0.214291
Divorce Iranian Style,"[{'id': 99, 'name': 'Documentary'}]",7.8,0.155233
Iron And Silk,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",6.0,0.00022
Rose Red,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",6.6,6.965725
Noises Off...,"[{'id': 35, 'name': 'Comedy'}]",7.0,4.179487
Wildflowers,"[{'id': 18, 'name': 'Drama'}]",5.8,0.112468
Babylon 5: In the Beginning,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}]",7.3,3.680772
Witchfinder General,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 36, 'name': 'History'}]",6.4,8.658708
Versus,"[{'id': 28, 'name': 'Action'}, {'id': 27, 'name': 'Horror'}]",6.0,2.304575
The Canterville Ghost,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}]",5.9,1.300589
The Prince and the Showgirl,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",6.3,3.424195
The China Syndrome,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",7.0,4.621214
Who the Hell Is Juliette?,"[{'id': 99, 'name': 'Documentary'}, {'id': 10769, 'name': 'Foreign'}]",5.5,0.100488
The Wages of Fear,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 12, 'name': 'Adventure'}]",7.9,7.643793
Look Who's Talking Too,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",5.0,6.42968
The Bells of St. Mary's,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",7.3,2.614074
You Light Up My Life,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",5.3,0.411176
The Delta Force,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",5.2,7.224683
Pat and Mike,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",5.9,2.415004
Animal Crackers,"[{'id': 35, 'name': 'Comedy'}]",7.2,4.750686
"He Said, She Said","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",4.8,4.150196
Bedazzled,"[{'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",6.3,8.491505
Cat People,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}]",6.9,5.110716
Camelot,"[{'id': 12, 'name': 'Adventure'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",6.4,3.30865
The Lonely Guy,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",6.4,4.273982
The Comedy of Terrors,"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}]",6.4,2.133184
The Four Musketeers,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",6.4,5.512439
Good Guys Wear Black,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",5.7,2.261946
Steel Dawn,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",4.7,2.605644
On Deadly Ground,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",4.6,6.678661
Boy Meets Girl,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}]",3.9,0.202054
Protocol,"[{'id': 35, 'name': 'Comedy'}]",6.0,3.665599
The Postman Always Rings Twice,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",7.0,5.68705
Matinee,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",6.4,7.256473
Forever Fever,"[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}, {'id': 10769, 'name': 'Foreign'}]",5.1,0.170074
Virtual Sexuality,"[{'id': 35, 'name': 'Comedy'}]",5.6,0.451689
Baxter,"[{'id': 27, 'name': 'Horror'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",6.4,0.005568
Explorers,"[{'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10749, 'name': 'Romance'}, {'id': 878, 'name': 'Science Fiction'}]",6.2,4.935932
The Scent of Green Papaya,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",7.4,3.481652
Pierrot le Fou,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",7.7,5.606909
Weekend,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",7.2,2.937013
One Hundred and One Nights,"[{'id': 35, 'name': 'Comedy'}, {'id': 36, 'name': 'History'}, {'id': 10749, 'name': 'Romance'}]",6.8,1.115938
Strange Cargo,"[{'id': 18, 'name': 'Drama'}]",6.6,0.7369
Seven Girlfriends,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",6.0,0.637771
Tuesdays with Morrie,"[{'id': 18, 'name': 'Drama'}]",6.0,1.739258
Temptation of a Monk,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",6.0,0.103153
Alexander Nevsky,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]",6.8,1.915541
Jason and the Argonauts,"[{'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",7.1,6.222085
Same Old Song,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",6.9,7.272304
Nostalgia,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",7.5,4.235709
The Soft Skin,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",7.1,2.137534
Tinker Tailor Soldier Spy,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",7.6,1.564586
Wintersleepers,"[{'id': 18, 'name': 'Drama'}]",6.7,1.781979
The Driller Killer,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}]",4.9,2.773173
Perfectly normal,[],5.5,0.083899
Throne of Blood,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",7.7,6.471043
The Best of Youth,"[{'id': 18, 'name': 'Drama'}]",8.0,6.040001
Guncrazy,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",5.0,4.797893
Bang Rajan,"[{'id': 28, 'name': 'Action'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]",6.9,1.148337
Treasure Island,"[{'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}]",5.6,3.301143
Zorba the Greek,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}]",7.0,4.813635
Undercurrent,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10749, 'name': 'Romance'}]",5.8,2.936232
Bang Bang You're Dead,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",7.2,3.273855
My Side of the Mountain,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",6.4,0.437809
The Thin Blue Lie,"[{'id': 18, 'name': 'Drama'}]",6.0,0.0826
The Unsaid,"[{'id': 53, 'name': 'Thriller'}]",6.8,5.526635
Twister,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",5.0,0.720198
Sniper,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",5.9,9.337393
Don't Tell Anyone,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",5.5,0.802286
Ghost in the Machine,"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",5.0,2.404331
A Time for Drunken Horses,"[{'id': 18, 'name': 'Drama'}]",6.6,2.391796
Genghis Blues,"[{'id': 99, 'name': 'Documentary'}, {'id': 10402, 'name': 'Music'}]",6.4,0.692364
To Hell and Back,"[{'id': 28, 'name': 'Action'}, {'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]",6.6,1.715253
11'09''01 - September 11,"[{'id': 18, 'name': 'Drama'}]",6.1,3.103918
"Bon Voyage, Charlie Brown (and Don't Come Back!)","[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",6.2,0.594899
Internal Affairs,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",6.5,5.439942
The Parallax View,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",6.9,4.43233
The Warriors,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",7.4,11.457298
Mayerling,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",6.6,0.783968
Ambush,"[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",6.3,0.999465
Babylon 5: A Call to Arms,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}]",6.9,8.389329
Babylon 5: The River of Souls,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}]",6.1,2.203009
Babylon 5: Thirdspace,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}]",6.4,5.579911
FM,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]",6.7,0.266786
Waterloo,"[{'id': 36, 'name': 'History'}, {'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]",7.1,3.240624
True Stories,"[{'id': 35, 'name': 'Comedy'}]",6.1,3.09897
North Beach,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",0.0,0.210088
Zardoz,"[{'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",5.8,10.698934
School for Scoundrels,"[{'id': 35, 'name': 'Comedy'}]",6.6,1.332883
The Virgin Spring,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",7.8,10.353794
Ice Cold in Alex,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",7.5,2.750367
Mogambo,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",6.2,2.994187
Demon Lover Diary,"[{'id': 99, 'name': 'Documentary'}]",5.0,0.001393
Second Skin,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",6.3,0.831471
Victory,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",4.7,1.064921
The Secret Life of Walter Mitty,"[{'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10749, 'name': 'Romance'}]",6.9,3.039934
Cypher,"[{'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 9648, 'name': 'Mystery'}]",6.7,7.348974
The Rack,"[{'id': 10752, 'name': 'War'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",3.5,1.088216
Another Thin Man,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",7.0,1.881187
The Thin Man Goes Home,"[{'id': 35, 'name': 'Comedy'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",6.4,5.650608
Shadow of the Thin Man,"[{'id': 35, 'name': 'Comedy'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]",6.2,2.671234
After the Thin Man,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]",7.1,7.201727
Song of the Thin Man,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",6.6,1.148166
Woodstock,"[{'id': 36, 'name': 'History'}, {'id': 99, 'name': 'Documentary'}, {'id': 10402, 'name': 'Music'}]",7.1,3.624542
Junior Size 36,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",5.3,3.200299
The Internecine Project,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",7.8,1.672384
Love Crazy,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",7.9,1.175665
Gunga Din,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",6.6,7.425486
Frank Herbert's Children of Dune,"[{'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 14, 'name': 'Fantasy'}, {'id': 12, 'name': 'Adventure'}]",6.8,3.636791
Frank Herbert's Dune,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}]",6.7,14.612842
Lammbock,"[{'id': 35, 'name': 'Comedy'}]",7.0,9.634205
The Legend I,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",7.1,3.782615
Tremors 2: Aftershocks,"[{'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}]",5.9,9.877868
Tremors 3: Back to Perfection,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",5.4,10.191148
